timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-05T20:45:30,codecarbon,be2fd512-b837-434d-bb01-8f253147c6ed,235b1da5-aaaa-aaaa-aaaa-893681599d2c,5.5537194989738055,9.907070886860464e-06,1.7838623086187652e-06,2.447093844271473,40.572136858423214,10.0,3.710332044271919e-06,6.245366107293648e-05,1.5041505955418364e-05,8.120549907262676e-05,0.0,Belgium,BEL,gcp,europe-west1,Linux-6.1.169-1.el9.elrepo.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.3,32,Intel(R) Xeon(R) Gold 6242 CPU @ 2.80GHz,1,1 x Tesla V100-PCIE-32GB,377.0670776367188,process,0.82,0.0,2.12,7.964240264892578,Y,1.0,0.0
2026-05-07T15:05:06,codecarbon,c567d931-708f-463c-a00a-a03474f1189e,235b1da5-aaaa-aaaa-aaaa-893681599d2c,8.706725679920055,2.074259983348169e-05,2.382365150348018e-06,2.6376702392688895,58.081347560103495,10.0,6.349559486469716e-06,0.00014024788997701876,2.3423860647017137e-05,0.00017002131011050565,0.0,Belgium,BEL,gcp,europe-west1,Linux-6.1.170-1.el9.elrepo.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.3,32,Intel(R) Xeon(R) Gold 6142 CPU @ 2.60GHz,1,1 x Tesla V100-SXM2-32GB,377.0338478088379,process,5.1,0.0,2.875,10.828731536865234,Y,1.0,0.0
