timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-07T15:09:52,codecarbon,01a7f55b-4de2-4f3e-8185-8ee8dc904033,235b1da5-aaaa-aaaa-aaaa-893681599d2c,0.8635378259932622,2.266916979157069e-06,2.625150758798094e-06,9.325728225239498,58.623241999308085,10.0,2.210410969695368e-06,1.4025844553344768e-05,2.345031191362068e-06,1.8581286714402204e-05,0.0,Belgium,BEL,gcp,europe-west1,Linux-6.1.170-1.el9.elrepo.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.3,32,Intel(R) Xeon(R) Gold 6142 CPU @ 2.60GHz,1,1 x Tesla V100-SXM2-32GB,377.0338478088379,process,0,0,0,0,Y,1.0,0.0
2026-05-07T15:10:22,codecarbon,7ecd5318-2391-4152-a1ab-434ae6fb22f0,235b1da5-aaaa-aaaa-aaaa-893681599d2c,0.8594483300112188,2.2542759409791584e-06,2.622933645062446e-06,9.260901950335443,58.60369750611324,10.0,2.185537990171327e-06,1.39572333850424e-05,2.3349002721564224e-06,1.847767164737015e-05,0.0,Belgium,BEL,gcp,europe-west1,Linux-6.1.170-1.el9.elrepo.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.3,32,Intel(R) Xeon(R) Gold 6142 CPU @ 2.60GHz,1,1 x Tesla V100-SXM2-32GB,377.0338478088379,process,0,0,0,0,Y,1.0,0.0
