timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-12T15:16:45,codecarbon,27e31a1d-f354-4fdf-8fa9-981ae9223d07,235b1da5-aaaa-aaaa-aaaa-893681599d2c,0.8080759739968926,1.5666003993470269e-06,1.9386795917199877e-06,9.347740089787958,38.36103733580812,10.0,2.072905971873385e-06,8.56917352187736e-06,2.198907386142916e-06,1.284098687989366e-05,0.0,Belgium,BEL,gcp,europe-west1,Linux-6.1.172-1.el9.elrepo.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.3,32,Intel(R) Xeon(R) Gold 6242 CPU @ 2.80GHz,1,1 x Tesla V100-PCIE-32GB,377.0670776367188,process,0,0,0,0,Y,1.0,0.0
2026-05-12T15:17:15,codecarbon,e307cfe6-4c81-49a1-bb18-104fa808fb15,235b1da5-aaaa-aaaa-aaaa-893681599d2c,0.8222766489489004,1.575074915314363e-06,1.915504857553415e-06,9.410249773980254,37.59247439922477,10.0,2.124849831738222e-06,8.54584016884985e-06,2.239760124939494e-06,1.2910450125527567e-05,0.0,Belgium,BEL,gcp,europe-west1,Linux-6.1.172-1.el9.elrepo.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.3,32,Intel(R) Xeon(R) Gold 6242 CPU @ 2.80GHz,1,1 x Tesla V100-PCIE-32GB,377.06707763671875,process,0,0,0,0,Y,1.0,0.0
